epoch,train_loss,valid_loss,multi_label_accuracy,multilabel_hamming_loss,macro_f1_score_multilabel,time
0,0.30416250228881836,0.27632275223731995,0.8861658573150635,0.11383417315620703,0.4348870392564852,01:00
1,0.27967607975006104,0.2627243101596832,0.8875399231910706,0.11245991754466335,0.521184693941223,00:59
2,0.27058881521224976,0.2606293857097626,0.8924264311790466,0.10757367537028552,0.5309771698963424,00:59
3,0.2624809145927429,0.24270184338092804,0.9031150341033936,0.0968850206138342,0.5835415716673965,00:59
4,0.26399022340774536,0.24426686763763428,0.9006718397140503,0.09932814170102307,0.5551720657030788,00:59
5,0.2611914277076721,0.2515591084957123,0.8970070481300354,0.10299282333180641,0.5590305539057121,00:59
6,0.2559565305709839,0.24827519059181213,0.9002900123596191,0.09970987937089633,0.5854779940616208,00:59
7,0.2517905533313751,0.24223513901233673,0.901206374168396,0.09879370896320047,0.5928232891466432,00:59
8,0.24787212908267975,0.24507664144039154,0.902275025844574,0.09772484348755536,0.5825349168200387,00:59
9,0.2446579784154892,0.23784519731998444,0.9028860926628113,0.09711406321575812,0.5946791897118814,00:59
10,0.24599739909172058,0.23865920305252075,0.9011300206184387,0.09887005649717512,0.5891254025106755,00:59
11,0.24560265243053436,0.23236815631389618,0.9034202098846436,0.09657963047793558,0.5892555522342019,00:59
12,0.24101142585277557,0.23540177941322327,0.9027331471443176,0.09726675828370743,0.5950348049426649,00:59
13,0.2375742644071579,0.2345873862504959,0.9041836857795715,0.09581615513818904,0.5994007409343987,00:59
14,0.23966598510742188,0.22784045338630676,0.9055579304695129,0.09444189952664529,0.6187449875156091,00:59
15,0.2331380695104599,0.23896504938602448,0.9003663659095764,0.09963353183692168,0.6062228609567069,00:59
16,0.23683474957942963,0.23624908924102783,0.9017407298088074,0.0982592762253779,0.6086800901583643,00:59
17,0.22983179986476898,0.23299476504325867,0.9047946333885193,0.09520537486639183,0.6285332605227957,00:59
18,0.23170362412929535,0.2315681278705597,0.9021224975585938,0.09787753855550466,0.6268937968359665,00:59
19,0.22957994043827057,0.22787004709243774,0.9060162305831909,0.09398381432279733,0.6394200074323053,00:59
20,0.227140873670578,0.2336479276418686,0.9009007215499878,0.09909909909909913,0.6154872280452919,00:59
21,0.22809211909770966,0.22243919968605042,0.9085355997085571,0.09146434570163385,0.6361638109322022,00:59
22,0.21943990886211395,0.2310633659362793,0.9051764011383057,0.09482363719651853,0.6324485492250502,00:59
23,0.22163820266723633,0.22875180840492249,0.9076195955276489,0.09238051610932968,0.6263317356459761,00:59
24,0.2200193852186203,0.22906699776649475,0.9078484773635864,0.09215147350740571,0.643024246218414,00:59
25,0.21651753783226013,0.22458727657794952,0.9102153182029724,0.08978469995419147,0.6497651755757178,00:59
26,0.21144242584705353,0.22784832119941711,0.9070850610733032,0.09291494884715223,0.643500665799329,00:59
27,0.21172763407230377,0.2264200747013092,0.9081539511680603,0.09184608337150708,0.6456291016182536,00:59
28,0.2115388959646225,0.22665061056613922,0.9089173674583435,0.09108260803176058,0.6287731040806033,00:59
29,0.20737886428833008,0.22992609441280365,0.9063215851783752,0.09367842418689878,0.6386247328214412,00:59
30,0.20708981156349182,0.22482846677303314,0.9113604426383972,0.08863948694457172,0.6424229502088749,00:59
31,0.20384424924850464,0.23012545704841614,0.9079248905181885,0.09207512597343105,0.6391278023290486,00:59
32,0.20127055048942566,0.22954070568084717,0.907848596572876,0.09215147350740571,0.6341488513566246,00:59
33,0.20329836010932922,0.23366354405879974,0.9081540703773499,0.09184608337150706,0.6316694199432037,00:59
34,0.19540688395500183,0.2340843230485916,0.9107497930526733,0.0892502672163689,0.6356498608740876,00:59
35,0.1941375881433487,0.2377195507287979,0.9102153778076172,0.08978469995419144,0.6405426729319015,00:59
36,0.19668413698673248,0.23343202471733093,0.910520613193512,0.08947930981829286,0.6337072953511961,00:59
37,0.18859276175498962,0.23811067640781403,0.9093754887580872,0.09062452282791264,0.6491690861280672,00:59
38,0.19054190814495087,0.2426636815071106,0.9094519019126892,0.09054817529393802,0.6417684320792988,00:59
39,0.19004710018634796,0.24164414405822754,0.9083828926086426,0.09161704076958313,0.6337353836808808,00:59
40,0.1888284534215927,0.24310490489006042,0.9078483581542969,0.09215147350740573,0.6409941260867339,00:59
41,0.18091356754302979,0.24840478599071503,0.9078484773635864,0.09215147350740573,0.6385206769690217,00:59
42,0.18491098284721375,0.24538366496562958,0.9109787344932556,0.08902122461444498,0.6485692348618786,00:59
43,0.1842546910047531,0.24914148449897766,0.9084593057632446,0.09154069323560854,0.6391998487966024,00:59
44,0.18174470961093903,0.2507926821708679,0.9064744114875793,0.09352572911894941,0.6276824811903143,00:59
45,0.17974065244197845,0.25449180603027344,0.9070086479187012,0.09299129638112691,0.6321201652165304,00:59
46,0.18363213539123535,0.25181305408477783,0.9073143005371094,0.09268590624522827,0.6389536401188766,00:59
47,0.1811278611421585,0.25568386912345886,0.9067033529281616,0.09329668651702548,0.6328794764618737,00:59
