epoch,train_loss,valid_loss,multi_label_accuracy,multilabel_hamming_loss,macro_f1_score_multilabel,time
0,0.4762134850025177,0.4338259994983673,0.803297758102417,0.19670227589410125,0.4328472163497828,01:01
1,0.4262787699699402,0.39345672726631165,0.8284720778465271,0.17152810032512766,0.4992303716551038,01:00
2,0.40635189414024353,0.39486297965049744,0.832512617111206,0.16748722712494202,0.5122973783515138,01:00
3,0.3891378939151764,0.37339431047439575,0.8433814644813538,0.15661867162099383,0.5265570444289115,01:00
4,0.37953507900238037,0.3773449957370758,0.8457964658737183,0.15420343706456108,0.5552598376730569,01:00
5,0.37631887197494507,0.3717034161090851,0.8422204256057739,0.15777984208081744,0.5601858926596747,01:00
6,0.3651277720928192,0.3641069531440735,0.848258376121521,0.15174175568973525,0.5694618837602948,01:00
7,0.3626571297645569,0.3680132031440735,0.8466790914535522,0.15332094751509515,0.5738669497223275,01:00
8,0.3567943572998047,0.36627843976020813,0.8477008938789368,0.15229911751045047,0.5642808412213753,01:00
9,0.355582058429718,0.3680015802383423,0.8489550948143005,0.1510450534138411,0.5566285338733923,01:00
10,0.3495931923389435,0.36794403195381165,0.8497445583343506,0.1502554575011611,0.5671225495888906,01:00
11,0.3444982171058655,0.3624817430973053,0.8519740104675293,0.14802601021830009,0.5767732561923056,01:00
12,0.34350863099098206,0.36088332533836365,0.8498839139938354,0.15011611704598232,0.5710363007315808,01:00
13,0.339720755815506,0.3573637902736664,0.8515096306800842,0.14849047840222945,0.5874496704648983,01:00
14,0.3375731110572815,0.3604361414909363,0.8515095114707947,0.14849047840222948,0.5825632773322067,01:00
15,0.3357686996459961,0.3632742464542389,0.8510451316833496,0.14895494658615885,0.5750377500413738,01:00
16,0.33635586500167847,0.3461451232433319,0.8535064458847046,0.1464932652113331,0.5871879255858629,01:00
17,0.3220888078212738,0.36966198682785034,0.8505807518959045,0.14941941477008824,0.5865558047339677,01:00
18,0.3299044072628021,0.3540574610233307,0.8542962670326233,0.14570366929865305,0.5981391646850993,01:00
19,0.32387831807136536,0.3591015636920929,0.8515094518661499,0.14849047840222945,0.5898957563230804,01:00
20,0.3226677477359772,0.3545815646648407,0.852484941482544,0.1475150952159777,0.5883832997668014,01:00
21,0.3200201988220215,0.3509581387042999,0.855782687664032,0.14421737111007898,0.5918491577562894,01:00
22,0.3149203360080719,0.3552394509315491,0.8546679019927979,0.14533209475150957,0.5979950576978746,01:00
23,0.3183288872241974,0.3475412428379059,0.8546215295791626,0.14537854156990235,0.591908051068946,01:00
24,0.3117330074310303,0.35463380813598633,0.8531813621520996,0.14681839294008356,0.5934643453617282,01:00
25,0.3111143708229065,0.35418909788131714,0.8524380922317505,0.1475615420343707,0.5905988874727175,01:00
26,0.3074395954608917,0.3524290919303894,0.853692352771759,0.14630747793776128,0.5943998781400175,01:00
27,0.30571845173835754,0.3606695830821991,0.8495121598243713,0.1504876915931259,0.585394715797032,01:00
28,0.3023853003978729,0.3528686761856079,0.855039656162262,0.14496052020436595,0.6025351234657372,01:00
29,0.29698845744132996,0.357483446598053,0.8528563380241394,0.14714352066883424,0.5938562126893043,01:00
30,0.3007301986217499,0.3568980395793915,0.8530424237251282,0.14695773339526247,0.5928189004832438,01:00
31,0.29553791880607605,0.35437220335006714,0.8548539280891418,0.1451463074779377,0.6048976448282168,01:00
32,0.29417145252227783,0.3534838855266571,0.8539248108863831,0.1460752438457965,0.5994866643341173,01:00
33,0.28739801049232483,0.35312408208847046,0.8548533916473389,0.14514630747793775,0.6117041388438718,01:00
34,0.2890647351741791,0.3545372784137726,0.852020800113678,0.147979563399907,0.6065300616467962,01:00
35,0.2867361009120941,0.35148316621780396,0.856433093547821,0.14356711565257774,0.6110988150464987,01:00
36,0.2820999324321747,0.35028693079948425,0.8567581176757812,0.14324198792382714,0.6128347849561281,01:00
37,0.280460000038147,0.35242319107055664,0.8558756709098816,0.14412447747329304,0.6114775018555156,01:00
38,0.27628129720687866,0.3527986407279968,0.856200635433197,0.14379934974454248,0.6168332716301101,01:00
39,0.2812752425670624,0.3548427224159241,0.8554112315177917,0.1445889456572225,0.6135905862982848,01:00
40,0.27842649817466736,0.35081595182418823,0.8561543822288513,0.14384579656293542,0.6176205888932326,01:00
41,0.27595293521881104,0.35311436653137207,0.8544819355010986,0.1455178820250814,0.6133167092842725,01:00
42,0.27785536646842957,0.347785621881485,0.8559218645095825,0.14407803065490027,0.6154826005347098,01:00
43,0.2775091826915741,0.3507598638534546,0.8542035818099976,0.14579656293543894,0.6102710351763622,01:00
44,0.27857500314712524,0.3516435921192169,0.8554108142852783,0.14458894565722252,0.6146404531260146,01:00
45,0.27443209290504456,0.3490254580974579,0.856943666934967,0.14305620065025546,0.6171090488005955,01:00
46,0.27156874537467957,0.34916800260543823,0.8564328551292419,0.14356711565257782,0.6204913611971727,01:00
47,0.27447155117988586,0.3506649434566498,0.8569902777671814,0.14300975383186254,0.6177862238591663,01:00
