epoch,train_loss,valid_loss,multi_label_accuracy,multilabel_hamming_loss,macro_f1_score_multilabel,time
0,0.3082065284252167,0.2927170395851135,0.8815654516220093,0.11843442040028454,0.42232562541034396,00:08
1,0.2783965766429901,0.2623269557952881,0.8919532895088196,0.10804632733922587,0.5018152634374519,00:07
2,0.27254003286361694,0.25451138615608215,0.8951286673545837,0.10487148227166507,0.506828628151796,00:07
3,0.26076218485832214,0.255729079246521,0.895611047744751,0.10438890582139593,0.535005951611738,00:07
4,0.25601714849472046,0.24715657532215118,0.8977953195571899,0.10220461241491413,0.557496332722359,00:07
5,0.2517998516559601,0.24283848702907562,0.8987606167793274,0.10123945951437568,0.5547050648412617,00:07
6,0.24680641293525696,0.23862206935882568,0.9018339514732361,0.09816620948897688,0.5882412726413467,00:07
7,0.24291791021823883,0.23506292700767517,0.9036625027656555,0.09633749873006199,0.5944297098800716,00:07
8,0.24405917525291443,0.24298276007175446,0.9000809788703918,0.09991872396627048,0.5946326589429514,00:07
9,0.24005264043807983,0.24298697710037231,0.8991160988807678,0.10088387686680896,0.6019018396071657,00:07
10,0.23429973423480988,0.2357240468263626,0.9037131071090698,0.096286701208981,0.5966897161633162,00:07
11,0.2414315640926361,0.23569723963737488,0.9040690064430237,0.0959311185614142,0.5935826621726173,00:07
12,0.2362421602010727,0.23360911011695862,0.9035609364509583,0.09643909377222389,0.5945016951581534,00:07
13,0.2311631143093109,0.22711488604545593,0.9057455658912659,0.09425480036574209,0.6175288972244737,00:07
14,0.22526827454566956,0.23275010287761688,0.9049829840660095,0.09501676318195676,0.6087962663493756,00:07
15,0.221714049577713,0.22868458926677704,0.9059993028640747,0.0940008127603373,0.6240200997185514,00:07
16,0.21970409154891968,0.22519226372241974,0.908234179019928,0.09176572183277457,0.615785949774329,00:07
17,0.21688956022262573,0.2294035702943802,0.9067103266716003,0.0932896474652037,0.6172140772098637,00:07
18,0.2217463105916977,0.2233072817325592,0.9089456796646118,0.09105455653764094,0.618145929062425,00:07
19,0.21242466568946838,0.22441333532333374,0.9076246023178101,0.09237529208574617,0.6154629404304236,00:07
20,0.21261122822761536,0.22700916230678558,0.9078277349472046,0.09217210200142238,0.6210322509583475,00:07
21,0.21360717713832855,0.22205433249473572,0.9098091125488281,0.09019099867926442,0.6211231429041351,00:07
22,0.2071831375360489,0.22144334018230438,0.9094787240028381,0.09052118256629078,0.6144850973210084,00:07
23,0.2105957716703415,0.22194193303585052,0.9097833633422852,0.09021639743980499,0.615284915533376,00:07
24,0.2077425718307495,0.22353307902812958,0.910317063331604,0.0896830234684547,0.6144469348928023,00:07
25,0.20252379775047302,0.2221256047487259,0.9102661609649658,0.08973382098953576,0.6157385491988927,00:07
26,0.20566827058792114,0.22404013574123383,0.9097330570220947,0.09026719496088594,0.6138947048866986,00:07
27,0.20552141964435577,0.22452908754348755,0.9091489315032959,0.09085136645331703,0.6168537814969931,00:07
28,0.19648805260658264,0.22275729477405548,0.9111549854278564,0.08884486437061871,0.6281498809687082,00:07
29,0.19460614025592804,0.22455529868602753,0.9100121855735779,0.08998780859494061,0.6240361981587388,00:07
30,0.19584611058235168,0.22354748845100403,0.9109266996383667,0.08907345321548307,0.6291021869195778,00:07
31,0.1973515897989273,0.22375333309173584,0.9105205535888672,0.08947983338413085,0.6332205997751804,00:07
